irrigazione-orto,        irrigazione-off,  2:00, 02
irrigazione-orto,        irrigazione-off,  3:00, 02
irrigazione-orto,        irrigazione-off,  4:00, 02
irrigazione-orto,        irrigazione-off,  5:00, 02
irrigazione-orto,        irrigazione-off,  6:00, 02
irrigazione-orto,        irrigazione-off,  7:00, 02
irrigazione-orto,        irrigazione-off,  8:00, 01
irrigazione-orto,        irrigazione-off,  9:00, 01
irrigazione-orto,        irrigazione-off, 10:00, 01
irrigazione-orto,        irrigazione-off, 11:00, 01
irrigazione-orto,        irrigazione-off, 12:00, 01
irrigazione-orto,        irrigazione-off, 13:00, 01
irrigazione-orto,        irrigazione-off, 14:00, 01
irrigazione-orto,        irrigazione-off, 15:00, 01
irrigazione-orto,        irrigazione-off, 16:00, 01
irrigazione-orto,        irrigazione-off, 17:00, 01
irrigazione-orto,        irrigazione-off, 18:00, 01
irrigazione-orto,        irrigazione-off, 19:00, 01
irrigazione-orto,        irrigazione-off, 20:00, 01
irrigazione-orto,        irrigazione-off, 21:00, 01
irrigazione-orto,        irrigazione-off, 22:00, 02
irrigazione-orto,        irrigazione-off, 23:00, 02
irrigazione-fragole,     irrigazione-off,  2:15, 01
irrigazione-fragole,     irrigazione-off,  4:15, 01
irrigazione-fragole,     irrigazione-off,  6:15, 01
irrigazione-fragole,     irrigazione-off,  8:15, 01
irrigazione-fragole,     irrigazione-off, 10:15, 01
irrigazione-fragole,     irrigazione-off, 12:15, 01
irrigazione-fragole,     irrigazione-off, 14:15, 01
irrigazione-fragole,     irrigazione-off, 16:15, 01
irrigazione-fragole,     irrigazione-off, 18:15, 01
irrigazione-fragole,     irrigazione-off, 20:15, 01
irrigazione-fragole,     irrigazione-off, 22:15, 01
irrigazione-fragole,     irrigazione-off, 23:15, 01
irrigazione-girasoli,    irrigazione-off,  2:30, 02
irrigazione-girasoli,    irrigazione-off,  3:30, 02
irrigazione-girasoli,    irrigazione-off,  4:30, 02
irrigazione-girasoli,    irrigazione-off,  5:30, 02
irrigazione-girasoli,    irrigazione-off,  6:30, 02
irrigazione-girasoli,    irrigazione-off,  7:30, 02
irrigazione-girasoli,    irrigazione-off, 19:30, 03
irrigazione-girasoli,    irrigazione-off, 20:30, 03
irrigazione-girasoli,    irrigazione-off, 21:30, 02
irrigazione-girasoli,    irrigazione-off, 22:30, 02
irrigazione-girasoli,    irrigazione-off, 23:30, 02
irrigazione-peperoncini, irrigazione-off,  1:45, 01
irrigazione-peperoncini, irrigazione-off,  2:45, 01
irrigazione-peperoncini, irrigazione-off,  3:45, 01
irrigazione-peperoncini, irrigazione-off,  4:45, 01
irrigazione-peperoncini, irrigazione-off,  5:45, 01
irrigazione-peperoncini, irrigazione-off,  6:45, 01
irrigazione-peperoncini, irrigazione-off,  7:45, 01
irrigazione-peperoncini, irrigazione-off,  8:45, 01
irrigazione-peperoncini, irrigazione-off,  9:45, 01
irrigazione-peperoncini, irrigazione-off, 10:45, 01
irrigazione-peperoncini, irrigazione-off, 11:45, 01
irrigazione-peperoncini, irrigazione-off, 12:45, 01
irrigazione-peperoncini, irrigazione-off, 13:45, 01
irrigazione-peperoncini, irrigazione-off, 14:45, 01
irrigazione-peperoncini, irrigazione-off, 15:45, 01
irrigazione-peperoncini, irrigazione-off, 16:45, 01
irrigazione-peperoncini, irrigazione-off, 17:45, 01
irrigazione-peperoncini, irrigazione-off, 18:45, 01
irrigazione-peperoncini, irrigazione-off, 19:45, 01
irrigazione-peperoncini, irrigazione-off, 20:45, 01
irrigazione-peperoncini, irrigazione-off, 21:45, 01
irrigazione-peperoncini, irrigazione-off, 22:45, 01
